user_id,username,action,resource,resource_sensitivity,status,time_classification,timestamp,risk_score,severity,anomaly_reasons,is_anomaly,user_dept,user_role,privilege,hire_date,days_inactive,is_active
USR00088,william.jang,api_call,GL_System,high,success,business_hours,2026-02-08 10:54:05,73,HIGH,Sensitive resource (high)|Unapproved resource: GL_System|Account inactive 36 days,1,Engineering,Engineer,admin,2024-10-14,36,True
USR00012,vikram.white,api_call,Data_Lake,medium,success,weekend,2026-02-08 10:54:05,38,LOW,Sensitive resource (medium)|Unapproved resource: Data_Lake,0,Operations,Director,service-account,2024-12-04,25,True
USR00061,sophia.hernandez,api_call,PROD_DB,high,success,night,2026-02-08 10:54:06,93,CRITICAL,Off-hours access (night)|Sensitive resource (high)|Unapproved resource: PROD_DB|Account inactive 35 days,1,Support,Developer,user,2023-04-13,35,True
USR00066,ronald.martin,file_access,HRIS,high,success,business_hours,2026-02-08 10:54:06,50,MEDIUM,Sensitive resource (high)|Unapproved resource: HRIS,1,Security,Specialist,user,2025-12-10,29,True
USR00044,pooja.mishra,file_access,Admin_Console,medium,failure,business_hours,2026-02-08 10:54:06,70,HIGH,Sensitive resource (medium)|Unapproved resource: Admin_Console|Access attempt FAILED|Account inactive 59 days,1,Finance,Developer,admin,2023-11-18,59,True
USR00074,mark.he,login,Admin_Console,medium,success,business_hours,2026-02-08 10:54:06,32,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Security,Officer,user,2022-03-26,0,True
USR00000,pooja.murphy,file_access,Email_Archive,medium,success,business_hours,2026-02-09 10:54:05,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 59 days,1,Executive,Developer,user,2024-12-21,59,True
USR00075,timothy.huang,api_call,Data_Lake,medium,success,night,2026-02-09 10:54:05,58,MEDIUM,Off-hours access (night)|Sensitive resource (medium)|Unapproved resource: Data_Lake,1,Sales,Manager,user,2023-12-15,21,True
USR00021,rohan.harris,export_data,Customer_Vault,high,success,business_hours,2026-02-09 10:54:05,90,CRITICAL,Sensitive resource (high)|High-risk action: export_data|Unapproved resource: Customer_Vault|Account inactive 33 days,1,Marketing,Executive,user,2022-12-22,33,True
USR00070,jeffrey.chen,export_data,Admin_Console,medium,success,business_hours,2026-02-09 10:54:05,55,MEDIUM,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Admin_Console,1,IT,Administrator,power-user,2024-02-02,19,True
USR00096,edward.thomas,login,Customer_Vault,high,success,business_hours,2026-02-09 10:54:05,47,MEDIUM,Sensitive resource (high)|Unapproved resource: Customer_Vault,1,Operations,Officer,service-account,2023-04-08,24,True
USR00003,sanjana.li,login,Data_Lake,medium,success,business_hours,2026-02-09 10:54:05,32,LOW,Sensitive resource (medium)|Unapproved resource: Data_Lake,0,Marketing,Director,user,2023-04-21,13,True
USR00040,nicholas.romano,admin_operation,Admin_Console,medium,success,weekend,2026-02-09 10:54:06,70,HIGH,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Admin_Console|Account inactive 52 days,1,Security,Officer,power-user,2023-12-02,52,True
USR00034,harsh.jones,login,GL_System,high,success,business_hours,2026-02-09 10:54:06,67,HIGH,Sensitive resource (high)|Unapproved resource: GL_System|Account inactive 43 days,1,Operations,Specialist,service-account,2024-10-23,43,True
USR00089,isha.chen,export_data,Email_Archive,medium,success,unusual_hours,2026-02-09 10:54:06,75,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Email_Archive,1,Compliance,Coordinator,service-account,2025-06-09,18,True
USR00062,nisha.jones,file_access,Admin_Console,medium,success,business_hours,2026-02-10 10:54:05,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 36 days,1,Marketing,Coordinator,power-user,2023-10-20,36,True
USR00008,thomas.iyer,sql_query,SIEM,medium,success,weekend,2026-02-10 10:54:05,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: SIEM|Account inactive 57 days,1,Sales,Administrator,user,2022-04-27,57,True
USR00029,zainab.wagner,admin_operation,File_Share,low,success,business_hours,2026-02-10 10:54:05,90,CRITICAL,High-risk action: admin_operation|Unapproved resource: File_Share|User privilege doing admin action|Account inactive 35 days,1,Support,Engineer,user,2023-12-12,35,True
USR00072,amitabh.park,login,Data_Lake,medium,success,unusual_hours,2026-02-10 10:54:06,72,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: Data_Lake|Account inactive 44 days,1,Legal,Analyst,user,2025-12-13,44,True
USR00023,isha.jones,sql_query,Admin_Console,medium,success,unusual_hours,2026-02-10 10:54:06,75,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 55 days,1,Legal,Director,power-user,2024-03-25,55,True
USR00080,david.rodriguez,api_call,PROD_DB,high,failure,business_hours,2026-02-10 10:54:06,88,CRITICAL,Sensitive resource (high)|Unapproved resource: PROD_DB|Access attempt FAILED|Account inactive 43 days,1,HR,Developer,service-account,2023-04-22,43,True
USR00097,leila.lopez,admin_operation,Customer_Vault,high,success,business_hours,2026-02-10 10:54:06,100,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: Customer_Vault|User privilege doing admin action|Account inactive 43 days,1,IT,Executive,user,2025-01-27,43,True
USR00008,thomas.iyer,admin_operation,Data_Lake,medium,success,business_hours,2026-02-10 10:54:06,100,CRITICAL,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Data_Lake|User privilege doing admin action|Account inactive 57 days,1,Sales,Administrator,user,2022-04-27,57,True
USR00070,jeffrey.chen,sql_query,Data_Lake,medium,success,business_hours,2026-02-10 10:54:06,35,LOW,Sensitive resource (medium)|Unapproved resource: Data_Lake,0,IT,Administrator,power-user,2024-02-02,19,True
USR00092,charles.sullivan,sql_query,GL_System,high,success,business_hours,2026-02-10 10:54:06,50,MEDIUM,Sensitive resource (high)|Unapproved resource: GL_System,1,IT,Executive,user,2025-12-05,28,True
USR00035,nikhil.rao,admin_operation,PROD_DB,high,success,weekend,2026-02-10 10:54:06,40,MEDIUM,Sensitive resource (high)|High-risk action: admin_operation|Account inactive 56 days,1,Executive,Lead,admin,2025-07-05,56,True
USR00047,george.clark,login,Data_Lake,medium,success,business_hours,2026-02-11 10:54:05,52,MEDIUM,Sensitive resource (medium)|Unapproved resource: Data_Lake|Account inactive 55 days,1,Engineering,Lead,power-user,2024-04-12,55,True
USR00011,maria.o'brien,admin_operation,BI_Tool,low,success,unusual_hours,2026-02-11 10:54:05,90,CRITICAL,Off-hours access (unusual_hours)|High-risk action: admin_operation|Unapproved resource: BI_Tool|User privilege doing admin action,1,Security,Administrator,user,2025-09-10,16,True
USR00025,diya.romano,file_access,SIEM,medium,success,business_hours,2026-02-11 10:54:05,35,LOW,Sensitive resource (medium)|Unapproved resource: SIEM,0,Marketing,Coordinator,power-user,2022-06-12,13,True
USR00046,deepika.li,admin_operation,Email_Archive,medium,success,business_hours,2026-02-11 10:54:05,100,CRITICAL,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Email_Archive|User privilege doing admin action|Account inactive 48 days,1,Support,Manager,user,2024-07-14,48,True
USR00011,maria.o'brien,file_access,GL_System,high,success,business_hours,2026-02-11 10:54:06,50,MEDIUM,Sensitive resource (high)|Unapproved resource: GL_System,1,Security,Administrator,user,2025-09-10,16,True
USR00051,meera.quinn,sql_query,HRIS,high,success,business_hours,2026-02-11 10:54:06,50,MEDIUM,Sensitive resource (high)|Unapproved resource: HRIS,1,Executive,Developer,user,2025-01-26,30,True
USR00031,amitabh.taylor,api_call,GL_System,high,success,business_hours,2026-02-12 10:54:05,53,MEDIUM,Sensitive resource (high)|Unapproved resource: GL_System,1,Finance,Director,power-user,2024-01-24,30,True
USR00039,stephen.bhat,login,Email_Archive,medium,success,business_hours,2026-02-12 10:54:05,32,LOW,Sensitive resource (medium)|Unapproved resource: Email_Archive,0,Engineering,Engineer,user,2023-09-11,25,True
USR00020,karan.white,admin_operation,SIEM,medium,success,weekend,2026-02-12 10:54:06,80,HIGH,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: SIEM|User privilege doing admin action,1,IT,Specialist,user,2023-12-14,25,True
USR00036,nicholas.harris,sql_query,PROD_DB,high,success,business_hours,2026-02-12 10:54:06,70,HIGH,Sensitive resource (high)|Unapproved resource: PROD_DB|Account inactive 40 days,1,Marketing,Analyst,user,2025-11-25,40,True
USR00067,donald.wang,api_call,GL_System,high,success,unusual_hours,2026-02-12 10:54:06,93,CRITICAL,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: GL_System|Account inactive 54 days,1,Marketing,Manager,user,2023-07-01,54,True
USR00008,thomas.iyer,login,GL_System,high,success,business_hours,2026-02-12 10:54:06,67,HIGH,Sensitive resource (high)|Unapproved resource: GL_System|Account inactive 57 days,1,Sales,Administrator,user,2022-04-27,57,True
USR00073,joshua.becker,api_call,BI_Tool,low,success,business_hours,2026-02-12 10:54:06,28,LOW,Unapproved resource: BI_Tool,0,Security,Engineer,user,2025-02-03,20,True
USR00029,zainab.wagner,export_data,HRIS,high,success,business_hours,2026-02-13 10:54:05,90,CRITICAL,Sensitive resource (high)|High-risk action: export_data|Unapproved resource: HRIS|Account inactive 35 days,1,Support,Engineer,user,2023-12-12,35,True
USR00001,daniel.singh,login,HRIS,high,success,night,2026-02-13 10:54:05,67,HIGH,Off-hours access (night)|Sensitive resource (high)|Unapproved resource: HRIS,1,Compliance,Lead,user,2024-04-04,20,True
USR00004,diya.anderson,file_access,BI_Tool,low,success,business_hours,2026-02-13 10:54:05,25,LOW,Unapproved resource: BI_Tool,0,Marketing,Administrator,user,2022-10-18,14,True
USR00098,jason.white,sql_query,Email_Archive,medium,success,business_hours,2026-02-13 10:54:05,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 52 days,1,Compliance,Lead,power-user,2023-04-03,52,True
USR00058,anthony.taylor,login,HRIS,high,failure,business_hours,2026-02-13 10:54:06,82,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Access attempt FAILED|Account inactive 51 days,1,Finance,Administrator,user,2024-07-06,51,True
USR00035,nikhil.rao,admin_operation,PROD_DB,high,success,business_hours,2026-02-13 10:54:06,40,MEDIUM,Sensitive resource (high)|High-risk action: admin_operation|Account inactive 56 days,1,Executive,Lead,admin,2025-07-05,56,True
USR00069,nikhil.jang,admin_operation,HRIS,high,success,business_hours,2026-02-13 10:54:06,95,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: HRIS|User privilege doing admin action,1,HR,Analyst,user,2023-07-16,30,True
USR00018,meera.burke,api_call,Data_Lake,medium,success,business_hours,2026-02-14 10:54:05,58,MEDIUM,Sensitive resource (medium)|Unapproved resource: Data_Lake|Account inactive 59 days,1,Operations,Executive,power-user,2025-10-04,59,True
USR00074,mark.he,login,Customer_Vault,high,success,unusual_hours,2026-02-14 10:54:05,67,HIGH,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: Customer_Vault,1,Security,Officer,user,2022-03-26,0,True
USR00023,isha.jones,login,HRIS,high,success,business_hours,2026-02-14 10:54:05,67,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 55 days,1,Legal,Director,power-user,2024-03-25,55,True
USR00054,edward.smith,file_access,Admin_Console,medium,success,business_hours,2026-02-14 10:54:06,35,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Support,Specialist,user,2023-07-28,12,True
USR00017,diya.schulz,sql_query,PROD_DB,high,success,business_hours,2026-02-14 10:54:06,70,HIGH,Sensitive resource (high)|Unapproved resource: PROD_DB|Account inactive 46 days,1,Executive,Manager,power-user,2025-04-02,46,True
USR00060,vikram.gonzalez,admin_operation,HRIS,high,failure,business_hours,2026-02-14 10:54:06,80,HIGH,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: HRIS|Access attempt FAILED,1,Sales,Developer,power-user,2022-06-14,4,True
USR00097,leila.lopez,admin_operation,Customer_Vault,high,success,unusual_hours,2026-02-14 10:54:06,100,CRITICAL,Off-hours access (unusual_hours)|Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: Customer_Vault|User privilege doing admin action|Account inactive 43 days,1,IT,Executive,user,2025-01-27,43,True
USR00088,william.jang,login,BI_Tool,low,success,unusual_hours,2026-02-15 10:54:05,62,MEDIUM,Off-hours access (unusual_hours)|Unapproved resource: BI_Tool|Account inactive 36 days,1,Engineering,Engineer,admin,2024-10-14,36,True
USR00013,jonathan.jackson,export_data,File_Share,low,success,business_hours,2026-02-15 10:54:05,65,HIGH,High-risk action: export_data|Unapproved resource: File_Share|Account inactive 34 days,1,Sales,Administrator,user,2022-05-30,34,True
USR00046,deepika.li,export_data,HRIS,high,success,business_hours,2026-02-15 10:54:05,90,CRITICAL,Sensitive resource (high)|High-risk action: export_data|Unapproved resource: HRIS|Account inactive 48 days,1,Support,Manager,user,2024-07-14,48,True
USR00000,pooja.murphy,file_access,File_Share,low,success,business_hours,2026-02-15 10:54:05,45,MEDIUM,Unapproved resource: File_Share|Account inactive 59 days,1,Executive,Developer,user,2024-12-21,59,True
USR00059,thomas.lewis,export_data,HRIS,high,success,unusual_hours,2026-02-15 10:54:05,100,CRITICAL,Off-hours access (unusual_hours)|Sensitive resource (high)|High-risk action: export_data|Unapproved resource: HRIS|Account inactive 58 days,1,Finance,Director,power-user,2024-08-12,58,True
USR00037,ronald.wilson,file_access,File_Share,low,success,business_hours,2026-02-15 10:54:05,25,LOW,Unapproved resource: File_Share,0,Finance,Coordinator,power-user,2024-03-06,25,True
USR00029,zainab.wagner,file_access,Admin_Console,medium,success,business_hours,2026-02-15 10:54:06,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 35 days,1,Support,Engineer,user,2023-12-12,35,True
USR00000,pooja.murphy,sql_query,BI_Tool,low,success,business_hours,2026-02-15 10:54:06,45,MEDIUM,Unapproved resource: BI_Tool|Account inactive 59 days,1,Executive,Developer,user,2024-12-21,59,True
USR00014,david.thomas,login,Admin_Console,medium,success,business_hours,2026-02-15 10:54:06,32,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Support,Architect,user,2025-06-17,2,True
USR00001,daniel.singh,file_access,GL_System,high,success,night,2026-02-15 10:54:06,70,HIGH,Off-hours access (night)|Sensitive resource (high)|Unapproved resource: GL_System,1,Compliance,Lead,user,2024-04-04,20,True
USR00088,william.jang,api_call,Admin_Console,medium,success,unusual_hours,2026-02-15 10:54:06,78,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 36 days,1,Engineering,Engineer,admin,2024-10-14,36,True
USR00018,meera.burke,admin_operation,GL_System,high,success,business_hours,2026-02-16 10:54:05,85,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: GL_System|Account inactive 59 days,1,Operations,Executive,power-user,2025-10-04,59,True
USR00038,aisha.kim,file_access,BI_Tool,low,success,business_hours,2026-02-16 10:54:05,25,LOW,Unapproved resource: BI_Tool,0,Compliance,Engineer,user,2022-07-14,5,True
USR00031,amitabh.taylor,file_access,GL_System,high,success,unusual_hours,2026-02-16 10:54:05,70,HIGH,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: GL_System,1,Finance,Director,power-user,2024-01-24,30,True
USR00055,neha.johnson,admin_operation,SIEM,medium,success,night,2026-02-16 10:54:05,100,CRITICAL,Off-hours access (night)|Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: SIEM|User privilege doing admin action|Account inactive 49 days,1,Sales,Analyst,user,2025-05-20,49,True
USR00071,richard.johnson,file_access,Data_Lake,medium,success,business_hours,2026-02-16 10:54:05,35,LOW,Sensitive resource (medium)|Unapproved resource: Data_Lake,0,HR,Administrator,user,2022-03-25,23,True
USR00098,jason.white,login,File_Share,low,success,night,2026-02-16 10:54:05,62,MEDIUM,Off-hours access (night)|Unapproved resource: File_Share|Account inactive 52 days,1,Compliance,Lead,power-user,2023-04-03,52,True
USR00085,varun.rao,api_call,PROD_DB,high,success,business_hours,2026-02-16 10:54:06,73,HIGH,Sensitive resource (high)|Unapproved resource: PROD_DB|Account inactive 44 days,1,Marketing,Developer,user,2022-07-24,44,True
USR00006,kevin.ramirez,admin_operation,BI_Tool,low,failure,business_hours,2026-02-16 10:54:06,75,HIGH,High-risk action: admin_operation|Unapproved resource: BI_Tool|Access attempt FAILED|Account inactive 46 days,1,Legal,Architect,power-user,2024-05-08,46,True
USR00083,ryan.thomas,admin_operation,File_Share,low,success,night,2026-02-16 10:54:06,60,MEDIUM,Off-hours access (night)|High-risk action: admin_operation|Unapproved resource: File_Share,1,Marketing,Executive,service-account,2025-02-21,17,True
USR00082,arjun.hwang,file_access,BI_Tool,low,success,business_hours,2026-02-16 10:54:06,45,MEDIUM,Unapproved resource: BI_Tool|Account inactive 52 days,1,Legal,Manager,admin,2024-09-21,52,True
USR00094,donald.schulz,sql_query,Customer_Vault,high,success,business_hours,2026-02-16 10:54:06,50,MEDIUM,Sensitive resource (high)|Unapproved resource: Customer_Vault,1,Sales,Officer,user,2024-01-04,28,True
USR00030,yuki.meyer,admin_operation,Customer_Vault,high,failure,business_hours,2026-02-16 10:54:06,80,HIGH,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: Customer_Vault|Access attempt FAILED,1,Marketing,Manager,service-account,2025-04-07,24,True
USR00007,robert.smith,file_access,HRIS,high,success,weekend,2026-02-16 10:54:06,70,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 44 days,1,Operations,Lead,user,2025-05-25,44,True
USR00068,robert.patel,file_access,BI_Tool,low,success,business_hours,2026-02-17 10:54:05,25,LOW,Unapproved resource: BI_Tool,0,Support,Lead,admin,2024-10-25,7,True
USR00020,karan.white,export_data,PROD_DB,high,success,business_hours,2026-02-17 10:54:05,70,HIGH,Sensitive resource (high)|High-risk action: export_data|Unapproved resource: PROD_DB,1,IT,Specialist,user,2023-12-14,25,True
USR00071,richard.johnson,admin_operation,PROD_DB,high,success,business_hours,2026-02-17 10:54:05,95,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: PROD_DB|User privilege doing admin action,1,HR,Administrator,user,2022-03-25,23,True
USR00074,mark.he,file_access,GL_System,high,success,night,2026-02-17 10:54:05,70,HIGH,Off-hours access (night)|Sensitive resource (high)|Unapproved resource: GL_System,1,Security,Officer,user,2022-03-26,0,True
USR00088,william.jang,api_call,Admin_Console,medium,success,night,2026-02-17 10:54:05,78,HIGH,Off-hours access (night)|Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 36 days,1,Engineering,Engineer,admin,2024-10-14,36,True
USR00041,matthew.huang,sql_query,Admin_Console,medium,success,business_hours,2026-02-17 10:54:05,35,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Operations,Lead,power-user,2025-10-08,7,True
USR00086,ryan.colombo,sql_query,HRIS,high,success,business_hours,2026-02-17 10:54:05,70,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 49 days,1,Engineering,Analyst,service-account,2024-11-18,49,True
USR00010,jacob.patel,file_access,BI_Tool,low,success,night,2026-02-17 10:54:05,45,MEDIUM,Off-hours access (night)|Unapproved resource: BI_Tool,1,Marketing,Architect,user,2025-09-20,1,True
USR00054,edward.smith,login,Email_Archive,medium,success,weekend,2026-02-17 10:54:05,32,LOW,Sensitive resource (medium)|Unapproved resource: Email_Archive,0,Support,Specialist,user,2023-07-28,12,True
USR00024,nicholas.jackson,login,GL_System,high,success,business_hours,2026-02-17 10:54:05,67,HIGH,Sensitive resource (high)|Unapproved resource: GL_System|Account inactive 31 days,1,Compliance,Lead,user,2023-11-01,31,True
USR00096,edward.thomas,admin_operation,SIEM,medium,success,business_hours,2026-02-17 10:54:06,50,MEDIUM,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: SIEM,1,Operations,Officer,service-account,2023-04-08,24,True
USR00045,stephen.kumar,file_access,File_Share,low,success,night,2026-02-18 10:54:05,45,MEDIUM,Off-hours access (night)|Unapproved resource: File_Share,1,Security,Coordinator,user,2022-09-10,26,True
USR00026,stephen.bhat,sql_query,BI_Tool,low,success,business_hours,2026-02-18 10:54:05,45,MEDIUM,Unapproved resource: BI_Tool|Account inactive 33 days,1,Finance,Director,user,2022-12-14,33,True
USR00082,arjun.hwang,file_access,GL_System,high,success,business_hours,2026-02-18 10:54:05,70,HIGH,Sensitive resource (high)|Unapproved resource: GL_System|Account inactive 52 days,1,Legal,Manager,admin,2024-09-21,52,True
USR00070,jeffrey.chen,sql_query,PROD_DB,high,success,business_hours,2026-02-18 10:54:05,50,MEDIUM,Sensitive resource (high)|Unapproved resource: PROD_DB,1,IT,Administrator,power-user,2024-02-02,19,True
USR00042,kenneth.sanchez,sql_query,SIEM,medium,success,unusual_hours,2026-02-18 10:54:05,75,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: SIEM|Account inactive 46 days,1,Support,Engineer,user,2023-12-06,46,True
USR00024,nicholas.jackson,admin_operation,Customer_Vault,high,success,business_hours,2026-02-18 10:54:05,100,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: Customer_Vault|User privilege doing admin action|Account inactive 31 days,1,Compliance,Lead,user,2023-11-01,31,True
USR00000,pooja.murphy,admin_operation,File_Share,low,success,weekend,2026-02-18 10:54:05,90,CRITICAL,High-risk action: admin_operation|Unapproved resource: File_Share|User privilege doing admin action|Account inactive 59 days,1,Executive,Developer,user,2024-12-21,59,True
USR00035,nikhil.rao,sql_query,Data_Lake,medium,failure,business_hours,2026-02-18 10:54:05,70,HIGH,Sensitive resource (medium)|Unapproved resource: Data_Lake|Access attempt FAILED|Account inactive 56 days,1,Executive,Lead,admin,2025-07-05,56,True
USR00000,pooja.murphy,export_data,Admin_Console,medium,success,business_hours,2026-02-18 10:54:06,75,HIGH,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Admin_Console|Account inactive 59 days,1,Executive,Developer,user,2024-12-21,59,True
USR00047,george.clark,file_access,BI_Tool,low,success,unusual_hours,2026-02-18 10:54:06,65,HIGH,Off-hours access (unusual_hours)|Unapproved resource: BI_Tool|Account inactive 55 days,1,Engineering,Lead,power-user,2024-04-12,55,True
USR00091,steven.thompson,export_data,GL_System,high,success,business_hours,2026-02-19 10:54:05,70,HIGH,Sensitive resource (high)|High-risk action: export_data|Unapproved resource: GL_System,1,Support,Lead,power-user,2023-02-06,26,True
USR00005,george.lim,export_data,Data_Lake,medium,success,business_hours,2026-02-19 10:54:05,75,HIGH,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Data_Lake|Account inactive 57 days,1,Engineering,Administrator,user,2025-05-25,57,True
USR00053,timothy.jo,file_access,Email_Archive,medium,success,business_hours,2026-02-19 10:54:05,35,LOW,Sensitive resource (medium)|Unapproved resource: Email_Archive,0,Engineering,Engineer,user,2025-09-20,11,True
USR00065,timothy.xu,login,Admin_Console,medium,success,night,2026-02-19 10:54:05,52,MEDIUM,Off-hours access (night)|Sensitive resource (medium)|Unapproved resource: Admin_Console,1,Marketing,Architect,user,2023-02-03,6,True
USR00058,anthony.taylor,file_access,Data_Lake,medium,success,business_hours,2026-02-19 10:54:05,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Data_Lake|Account inactive 51 days,1,Finance,Administrator,user,2024-07-06,51,True
USR00067,donald.wang,sql_query,SIEM,medium,success,business_hours,2026-02-19 10:54:05,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: SIEM|Account inactive 54 days,1,Marketing,Manager,user,2023-07-01,54,True
USR00039,stephen.bhat,login,File_Share,low,success,unusual_hours,2026-02-19 10:54:05,42,MEDIUM,Off-hours access (unusual_hours)|Unapproved resource: File_Share,1,Engineering,Engineer,user,2023-09-11,25,True
USR00082,arjun.hwang,api_call,File_Share,low,success,weekend,2026-02-19 10:54:05,48,MEDIUM,Unapproved resource: File_Share|Account inactive 52 days,1,Legal,Manager,admin,2024-09-21,52,True
USR00048,xiulan.colombo,file_access,File_Share,low,success,unusual_hours,2026-02-19 10:54:05,65,HIGH,Off-hours access (unusual_hours)|Unapproved resource: File_Share|Account inactive 34 days,1,Compliance,Administrator,user,2023-10-28,34,True
USR00058,anthony.taylor,sql_query,Email_Archive,medium,success,weekend,2026-02-19 10:54:05,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 51 days,1,Finance,Administrator,user,2024-07-06,51,True
USR00032,pooja.martin,file_access,PROD_DB,high,success,weekend,2026-02-19 10:54:06,50,MEDIUM,Sensitive resource (high)|Unapproved resource: PROD_DB,1,Support,Coordinator,user,2023-06-21,13,True
USR00094,donald.schulz,admin_operation,HRIS,high,success,business_hours,2026-02-19 10:54:06,95,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: HRIS|User privilege doing admin action,1,Sales,Officer,user,2024-01-04,28,True
USR00025,diya.romano,file_access,BI_Tool,low,success,business_hours,2026-02-19 10:54:06,25,LOW,Unapproved resource: BI_Tool,0,Marketing,Coordinator,power-user,2022-06-12,13,True
USR00048,xiulan.colombo,api_call,PROD_DB,high,success,business_hours,2026-02-19 10:54:06,73,HIGH,Sensitive resource (high)|Unapproved resource: PROD_DB|Account inactive 34 days,1,Compliance,Administrator,user,2023-10-28,34,True
USR00017,diya.schulz,export_data,Data_Lake,medium,success,business_hours,2026-02-19 10:54:06,75,HIGH,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Data_Lake|Account inactive 46 days,1,Executive,Manager,power-user,2025-04-02,46,True
USR00097,leila.lopez,file_access,Email_Archive,medium,success,business_hours,2026-02-19 10:54:06,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 43 days,1,IT,Executive,user,2025-01-27,43,True
USR00064,zainab.pillai,file_access,Admin_Console,medium,success,business_hours,2026-02-19 10:54:06,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 58 days,1,HR,Director,user,2023-08-19,58,True
USR00034,harsh.jones,login,Admin_Console,medium,success,business_hours,2026-02-19 10:54:06,52,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 43 days,1,Operations,Specialist,service-account,2024-10-23,43,True
USR00095,priya.petit,login,HRIS,high,success,business_hours,2026-02-20 10:54:05,47,MEDIUM,Sensitive resource (high)|Unapproved resource: HRIS,1,HR,Architect,user,2023-04-28,20,True
USR00044,pooja.mishra,file_access,PROD_DB,high,success,business_hours,2026-02-20 10:54:05,70,HIGH,Sensitive resource (high)|Unapproved resource: PROD_DB|Account inactive 59 days,1,Finance,Developer,admin,2023-11-18,59,True
USR00061,sophia.hernandez,file_access,HRIS,high,success,business_hours,2026-02-20 10:54:05,70,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 35 days,1,Support,Developer,user,2023-04-13,35,True
USR00041,matthew.huang,api_call,PROD_DB,high,success,unusual_hours,2026-02-20 10:54:05,73,HIGH,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: PROD_DB,1,Operations,Lead,power-user,2025-10-08,7,True
USR00018,meera.burke,api_call,PROD_DB,high,success,business_hours,2026-02-20 10:54:05,73,HIGH,Sensitive resource (high)|Unapproved resource: PROD_DB|Account inactive 59 days,1,Operations,Executive,power-user,2025-10-04,59,True
USR00030,yuki.meyer,login,PROD_DB,high,success,night,2026-02-20 10:54:05,67,HIGH,Off-hours access (night)|Sensitive resource (high)|Unapproved resource: PROD_DB,1,Marketing,Manager,service-account,2025-04-07,24,True
